shot,match,tournament,round,date,attacker_team,gk_team,attacker,goalkeeper,goal,missed,saved,shot_order,take_first,FT_goals,neutral_stadium,attacker_home,game_data,additional
147,16,WC,quarter,22-Jun-2002,South Korea,Spain,Seol Ki-Hyeon,Iker Casillas,1,0,0,3,1,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/987573,
148,16,WC,quarter,22-Jun-2002,South Korea,Spain,Ahn Jung-Hwan,Iker Casillas,1,0,0,4,1,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/987573,
149,16,WC,quarter,22-Jun-2002,South Korea,Spain,Hong Myung-Bo,Iker Casillas,1,0,0,5,1,0,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/987573,
150,16,WC,quarter,22-Jun-2002,Spain,South Korea,Fernando Hierro,Lee Woon-Jae,1,0,0,1,0,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/987573,
151,16,WC,quarter,22-Jun-2002,Spain,South Korea,Ruben Baraja,Lee Woon-Jae,1,0,0,2,0,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/987573,
152,16,WC,quarter,22-Jun-2002,Spain,South Korea,Xavi,Lee Woon-Jae,1,0,0,3,0,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/987573,
153,16,WC,quarter,22-Jun-2002,Spain,South Korea,Joaquin,Lee Woon-Jae,0,0,1,4,0,0,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/987573,
154,17,WC,last16,26-Jun-2006,Ukraine,Switzerland,Andriy Shevchenko,Pascal Zuberbuhler,0,0,1,1,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53483,
155,17,WC,last16,26-Jun-2006,Ukraine,Switzerland,Artem Milevskyi,Pascal Zuberbuhler,1,0,0,2,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53483,
156,17,WC,last16,26-Jun-2006,Ukraine,Switzerland,Sergiy Rebrov,Pascal Zuberbuhler,1,0,0,3,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53483,
157,17,WC,last16,26-Jun-2006,Ukraine,Switzerland,Oleg Husiev,Pascal Zuberbuhler,1,0,0,4,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53483,
158,17,WC,last16,26-Jun-2006,Switzerland,Ukraine,Marco Streller,Oleksandr Shovkovskyi,0,0,1,1,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53483,
159,17,WC,last16,26-Jun-2006,Switzerland,Ukraine,Tranquillo Barnetta,Oleksandr Shovkovskyi,0,1,0,2,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53483,
160,17,WC,last16,26-Jun-2006,Switzerland,Ukraine,Ricardo Cabanas,Oleksandr Shovkovskyi,0,0,1,3,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53483,
161,18,WC,quarter,30-Jun-2006,Germany,Argentina,Oliver Neuville,Leonardo Franco,1,0,0,1,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/53484,
162,18,WC,quarter,30-Jun-2006,Germany,Argentina,Michael Ballack,Leonardo Franco,1,0,0,2,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/53484,
163,18,WC,quarter,30-Jun-2006,Germany,Argentina,Lukas Podolski,Leonardo Franco,1,0,0,3,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/53484,
164,18,WC,quarter,30-Jun-2006,Germany,Argentina,Tim Borowski,Leonardo Franco,1,0,0,4,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/53484,
165,18,WC,quarter,30-Jun-2006,Argentina,Germany,Julio Cruz,Jens Lehmann,1,0,0,1,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53484,
166,18,WC,quarter,30-Jun-2006,Argentina,Germany,Roberto Ayala,Jens Lehmann,0,0,1,2,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53484,
167,18,WC,quarter,30-Jun-2006,Argentina,Germany,Maxi Rodriguez,Jens Lehmann,1,0,0,3,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53484,
168,18,WC,quarter,30-Jun-2006,Argentina,Germany,Esteban Cambiasso,Jens Lehmann,0,0,1,4,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53484,
169,19,WC,quarter,1-Jul-2006,Portugal,England,Simao,Paul Robinson,1,0,0,1,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53485,
170,19,WC,quarter,1-Jul-2006,Portugal,England,Hugo Viana,Paul Robinson,0,1,0,2,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53485,
171,19,WC,quarter,1-Jul-2006,Portugal,England,Petit,Paul Robinson,0,1,0,3,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53485,
172,19,WC,quarter,1-Jul-2006,Portugal,England,Helder Postiga,Paul Robinson,1,0,0,4,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53485,
173,19,WC,quarter,1-Jul-2006,Portugal,England,Cristiano Ronaldo,Paul Robinson,1,0,0,5,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53485,
174,19,WC,quarter,1-Jul-2006,England,Portugal,Frank Lampard,Ricardo,0,0,1,1,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53485,
175,19,WC,quarter,1-Jul-2006,England,Portugal,Owen Hargreaves,Ricardo,1,0,0,2,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53485,
176,19,WC,quarter,1-Jul-2006,England,Portugal,Steven Gerrard,Ricardo,0,0,1,3,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53485,
177,19,WC,quarter,1-Jul-2006,England,Portugal,Jamie Carragher,Ricardo,0,0,1,4,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53485,
178,20,WC,final,9-Jul-2006,Italy,France,Andrea Pirlo,Fabien Barthez,1,0,0,1,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53491,
179,20,WC,final,9-Jul-2006,Italy,France,Marco Materazzi,Fabien Barthez,1,0,0,2,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53491,
180,20,WC,final,9-Jul-2006,Italy,France,Daniele De Rossi,Fabien Barthez,1,0,0,3,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53491,
181,20,WC,final,9-Jul-2006,Italy,France,Alessandro Del Pierro,Fabien Barthez,1,0,0,4,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53491,
182,20,WC,final,9-Jul-2006,Italy,France,Fabio Grosso,Fabien Barthez,1,0,0,5,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53491,
183,20,WC,final,9-Jul-2006,France,Italy,Sylvain Wiltord,Gianluigi Buffon,1,0,0,1,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53491,
184,20,WC,final,9-Jul-2006,France,Italy,David Trezeguet,Gianluigi Buffon,0,1,0,2,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53491,
185,20,WC,final,9-Jul-2006,France,Italy,Eric Abidal,Gianluigi Buffon,1,0,0,3,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53491,
186,20,WC,final,9-Jul-2006,France,Italy,Willy Sagnol,Gianluigi Buffon,1,0,0,4,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/53491,
187,21,WC,last16,29-Jun-2010,Paraguay,Japan,Edgar Barreto,Eiji Kawashima,1,0,0,1,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027049,
188,21,WC,last16,29-Jun-2010,Paraguay,Japan,Lucas Barrios,Eiji Kawashima,1,0,0,2,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027049,
189,21,WC,last16,29-Jun-2010,Paraguay,Japan,Cristian Riveros,Eiji Kawashima,1,0,0,3,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027049,
190,21,WC,last16,29-Jun-2010,Paraguay,Japan,Nelson Valdez,Eiji Kawashima,1,0,0,4,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027049,
191,21,WC,last16,29-Jun-2010,Paraguay,Japan,Oscar Cardozo,Eiji Kawashima,1,0,0,5,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027049,
192,21,WC,last16,29-Jun-2010,Japan,Paraguay,Yasuhito Endo,Justo Villar,1,0,0,1,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027049,
193,21,WC,last16,29-Jun-2010,Japan,Paraguay,Makoto Hasebe,Justo Villar,1,0,0,2,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027049,
194,21,WC,last16,29-Jun-2010,Japan,Paraguay,Yuichi Komano,Justo Villar,0,1,0,3,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027049,
195,21,WC,last16,29-Jun-2010,Japan,Paraguay,Keisuke Honda,Justo Villar,1,0,0,4,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027049,
196,22,WC,quarter,2-Jul-2010,Uruguay,Ghana,Diego Forlan,Richard Kingson,1,0,0,1,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027723,
197,22,WC,quarter,2-Jul-2010,Uruguay,Ghana,Mauricio Victorino,Richard Kingson,1,0,0,2,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027723,
198,22,WC,quarter,2-Jul-2010,Uruguay,Ghana,Andres Scotti,Richard Kingson,1,0,0,3,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027723,
199,22,WC,quarter,2-Jul-2010,Uruguay,Ghana,Maximiliano Pereira,Richard Kingson,0,1,0,4,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027723,
200,22,WC,quarter,2-Jul-2010,Uruguay,Ghana,Sebastian Abreu,Richard Kingson,1,0,0,5,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027723,
201,22,WC,quarter,2-Jul-2010,Ghana,Uruguay,Asamoah Gyan,Nestor Muslera,1,0,0,1,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027723,
202,22,WC,quarter,2-Jul-2010,Ghana,Uruguay,Stephen Appiah,Nestor Muslera,1,0,0,2,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027723,
203,22,WC,quarter,2-Jul-2010,Ghana,Uruguay,John Mensah,Nestor Muslera,0,0,1,3,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027723,
204,22,WC,quarter,2-Jul-2010,Ghana,Uruguay,Dominic Adiyiah,Nestor Muslera,0,0,1,4,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/1027723,
205,23,WC,last16,28-Jun-2014,Brazil,Chile,David Luiz,Claudio Bravo,1,0,0,1,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
206,23,WC,last16,28-Jun-2014,Brazil,Chile,Willian,Claudio Bravo,0,1,0,2,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
207,23,WC,last16,28-Jun-2014,Brazil,Chile,Marcelo,Claudio Bravo,1,0,0,3,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
208,23,WC,last16,28-Jun-2014,Brazil,Chile,Hulk,Claudio Bravo,0,0,1,4,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
209,23,WC,last16,28-Jun-2014,Brazil,Chile,Neymar,Claudio Bravo,1,0,0,5,1,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
210,23,WC,last16,28-Jun-2014,Chile,Brazil,Mauricio Pinilla,Julio Cesar,0,0,1,1,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
211,23,WC,last16,28-Jun-2014,Chile,Brazil,Alexis Sanchez,Julio Cesar,0,0,1,2,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
212,23,WC,last16,28-Jun-2014,Chile,Brazil,Charles Aranguiz,Julio Cesar,1,0,0,3,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
213,23,WC,last16,28-Jun-2014,Chile,Brazil,Marcelo Diaz,Julio Cesar,1,0,0,4,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
214,23,WC,last16,28-Jun-2014,Chile,Brazil,Gonzalo Jara,Julio Cesar,0,1,0,5,0,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462528,
215,24,WC,last16,29-Jun-2014,Costa Rica,Greece,Celso Borges,Orestis Karnezis,1,0,0,1,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462531,
216,24,WC,last16,29-Jun-2014,Costa Rica,Greece,Bryan Ruiz,Orestis Karnezis,1,0,0,2,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462531,
217,24,WC,last16,29-Jun-2014,Costa Rica,Greece,Giancarlo Gonzalez,Orestis Karnezis,1,0,0,3,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462531,
218,24,WC,last16,29-Jun-2014,Costa Rica,Greece,Joel Campbell,Orestis Karnezis,1,0,0,4,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462531,
219,24,WC,last16,29-Jun-2014,Costa Rica,Greece,Michael Umana,Orestis Karnezis,1,0,0,5,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462531,
220,24,WC,last16,29-Jun-2014,Greece,Costa Rica,Konstantinos Mitroglou,Keylor Navas,1,0,0,1,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462531,
221,24,WC,last16,29-Jun-2014,Greece,Costa Rica,Lazaros Christodoulopoulos,Keylor Navas,1,0,0,2,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462531,
222,24,WC,last16,29-Jun-2014,Greece,Costa Rica,Jose Cholevas,Keylor Navas,1,0,0,3,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462531,
223,24,WC,last16,29-Jun-2014,Greece,Costa Rica,Theofanis Gekas,Keylor Navas,0,0,1,4,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462531,
224,25,WC,quarter,5-Jul-2014,Costa Rica,Netherlands,Celso Borges,Tim Krul,1,0,0,1,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462864,
225,25,WC,quarter,5-Jul-2014,Costa Rica,Netherlands,Bryan Ruiz,Tim Krul,0,0,1,2,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462864,
226,25,WC,quarter,5-Jul-2014,Costa Rica,Netherlands,Giancarlo Gonzalez,Tim Krul,1,0,0,3,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462864,
227,25,WC,quarter,5-Jul-2014,Costa Rica,Netherlands,Christian Bolanos,Tim Krul,1,0,0,4,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462864,
228,25,WC,quarter,5-Jul-2014,Costa Rica,Netherlands,Michael Umana,Tim Krul,0,0,1,5,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462864,
229,25,WC,quarter,5-Jul-2014,Netherlands,Costa Rica,Robin van Persie,Keylor Navas,1,0,0,1,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462864,
230,25,WC,quarter,5-Jul-2014,Netherlands,Costa Rica,Arjen Robben,Keylor Navas,1,0,0,2,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462864,
231,25,WC,quarter,5-Jul-2014,Netherlands,Costa Rica,Wesley Sneijder,Keylor Navas,1,0,0,3,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462864,
232,25,WC,quarter,5-Jul-2014,Netherlands,Costa Rica,Dirk Kuijt,Keylor Navas,1,0,0,4,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2462864,
233,26,WC,semi,9-Jul-2014,Netherlands,Argentina,Ron Vlaar,Sergio Romero,0,0,1,1,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2464610,
234,26,WC,semi,9-Jul-2014,Netherlands,Argentina,Arjen Robben,Sergio Romero,1,0,0,2,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2464610,
235,26,WC,semi,9-Jul-2014,Netherlands,Argentina,Wesley Sneijder,Sergio Romero,0,0,1,3,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2464610,
236,26,WC,semi,9-Jul-2014,Netherlands,Argentina,Dirk Kuijt,Sergio Romero,1,0,0,4,1,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2464610,
237,26,WC,semi,9-Jul-2014,Argentina,Netherlands,Lionel Messi,Jasper Cillessen,1,0,0,1,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2464610,
238,26,WC,semi,9-Jul-2014,Argentina,Netherlands,Ezequiel Garay,Jasper Cillessen,1,0,0,2,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2464610,
239,26,WC,semi,9-Jul-2014,Argentina,Netherlands,Sergio Aguero,Jasper Cillessen,1,0,0,3,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2464610,
240,26,WC,semi,9-Jul-2014,Argentina,Netherlands,Maxi Rodriguez,Jasper Cillessen,1,0,0,4,0,0,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/2464610,
241,27,WC,last16,1-Jul-2018,Spain,Russia,Andres Iniesta,Igor Akinfeev,1,0,0,1,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057976,
242,27,WC,last16,1-Jul-2018,Spain,Russia,Gerard Pique,Igor Akinfeev,1,0,0,2,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057976,
243,27,WC,last16,1-Jul-2018,Spain,Russia,Koke,Igor Akinfeev,0,0,1,3,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057976,
244,27,WC,last16,1-Jul-2018,Spain,Russia,Sergio Ramos,Igor Akinfeev,1,0,0,4,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057976,
245,27,WC,last16,1-Jul-2018,Spain,Russia,Iago Aspas,Igor Akinfeev,0,0,1,5,1,1,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057976,
246,27,WC,last16,1-Jul-2018,Russia,Spain,Fedor Smolov,David de Gea,1,0,0,1,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057976,
247,27,WC,last16,1-Jul-2018,Russia,Spain,Sergey Ignashevich,David de Gea,1,0,0,2,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057976,
248,27,WC,last16,1-Jul-2018,Russia,Spain,Aleksandr Golovin,David de Gea,1,0,0,3,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057976,
249,27,WC,last16,1-Jul-2018,Russia,Spain,Denis Cheryshev,David de Gea,1,0,0,4,0,1,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057976,
250,28,WC,last16,1-Jul-2018,Denmark,Croatia,Christian Eriksen,Danijel Subasic,0,0,1,1,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
251,28,WC,last16,1-Jul-2018,Denmark,Croatia,Simon Kjaer,Danijel Subasic,1,0,0,2,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
252,28,WC,last16,1-Jul-2018,Denmark,Croatia,Michael Krohn-Dehli,Danijel Subasic,1,0,0,3,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
253,28,WC,last16,1-Jul-2018,Denmark,Croatia,Lasse Schone,Danijel Subasic,0,0,1,4,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
254,28,WC,last16,1-Jul-2018,Denmark,Croatia,Nicolai Jorgensen,Danijel Subasic,0,0,1,5,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
255,28,WC,last16,1-Jul-2018,Croatia,Denmark,Milan Badelj,Kasper Schmeichel,0,0,1,1,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
256,28,WC,last16,1-Jul-2018,Croatia,Denmark,Andrej Kramaric,Kasper Schmeichel,1,0,0,2,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
257,28,WC,last16,1-Jul-2018,Croatia,Denmark,Luka Modric,Kasper Schmeichel,1,0,0,3,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
258,28,WC,last16,1-Jul-2018,Croatia,Denmark,Josip Pivaric,Kasper Schmeichel,0,0,1,4,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
259,28,WC,last16,1-Jul-2018,Croatia,Denmark,Ivan Rakitic,Kasper Schmeichel,1,0,0,5,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3057977,
260,29,WC,last16,3-Jul-2018,Colombia,England,Radamel Falcao,Jordan Pickford,1,0,0,1,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
261,29,WC,last16,3-Jul-2018,Colombia,England,Juan Cuadrado,Jordan Pickford,1,0,0,2,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
262,29,WC,last16,3-Jul-2018,Colombia,England,Luis Muriel,Jordan Pickford,1,0,0,3,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
263,29,WC,last16,3-Jul-2018,Colombia,England,Mateus Uribe,Jordan Pickford,0,1,0,4,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
264,29,WC,last16,3-Jul-2018,Colombia,England,Carlos Bacca,Jordan Pickford,0,0,1,5,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
265,29,WC,last16,3-Jul-2018,England,Colombia,Harry Kane,David Ospina,1,0,0,1,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
266,29,WC,last16,3-Jul-2018,England,Colombia,Marcus Rashford,David Ospina,1,0,0,2,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
267,29,WC,last16,3-Jul-2018,England,Colombia,Jordan Henderson,David Ospina,0,0,1,3,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
268,29,WC,last16,3-Jul-2018,England,Colombia,Kieran Trippier,David Ospina,1,0,0,4,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
269,29,WC,last16,3-Jul-2018,England,Colombia,Eric Dier,David Ospina,1,0,0,5,0,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3058404,
270,30,WC,quarter,7-Jul-2018,Russia,Croatia,Fedor Smolov,Danijel Subasic,0,0,1,1,1,2,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
271,30,WC,quarter,7-Jul-2018,Russia,Croatia,Alan Dzagoev,Danijel Subasic,1,0,0,2,1,2,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
272,30,WC,quarter,7-Jul-2018,Russia,Croatia,Mario Fernandes,Danijel Subasic,0,1,0,3,1,2,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
273,30,WC,quarter,7-Jul-2018,Russia,Croatia,Sergey Ignashevich,Danijel Subasic,1,0,0,4,1,2,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
274,30,WC,quarter,7-Jul-2018,Russia,Croatia,Daler Kuzyaev,Danijel Subasic,1,0,0,5,1,2,0,1,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
275,30,WC,quarter,7-Jul-2018,Croatia,Russia,Marcelo Brozovic,Igor Akinfeev,1,0,0,1,0,2,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
276,30,WC,quarter,7-Jul-2018,Croatia,Russia,Mateo Kovacic,Igor Akinfeev,0,0,1,2,0,2,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
277,30,WC,quarter,7-Jul-2018,Croatia,Russia,Luka Modric,Igor Akinfeev,1,0,0,3,0,2,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
278,30,WC,quarter,7-Jul-2018,Croatia,Russia,Domagoj Vida,Igor Akinfeev,1,0,0,4,0,2,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
279,30,WC,quarter,7-Jul-2018,Croatia,Russia,Ivan Rakitic,Igor Akinfeev,1,0,0,5,0,2,0,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3061408,
280,31,WC,last16,5-Dec-2022,Japan,Croatia,Takumi Minamino,Dominik Livakovic,0,0,1,1,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3970790,
281,31,WC,last16,5-Dec-2022,Japan,Croatia,Kaoru Mitoma,Dominik Livakovic,0,0,1,2,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3970790,
282,31,WC,last16,5-Dec-2022,Japan,Croatia,Takuma Asano,Dominik Livakovic,1,0,0,3,1,1,1,0,https://www.transfermarkt.us/spielbericht/index/spielbericht/3970790,
